"time","sensitivityMean","sensitivityMedian","sensitivityL","sensitivityQL","sensitivityQH","sensitivityH","testName"
4.5,0.450781411931688,0.444751954936087,0.107834475354158,0.299105838904998,0.596491056301974,0.825057437734463,"ERBALISA COVID-19 IgG"
4.6,0.443709748194592,0.43600284650534,0.100836707280516,0.289148217541952,0.590739733413473,0.824899893344824,"ERBALISA COVID-19 IgG"
4.7,0.436753016767729,0.427862019308001,0.0942383411269721,0.279710368999082,0.584897344428987,0.826037213844271,"ERBALISA COVID-19 IgG"
4.8,0.429912982852787,0.419221731270485,0.0874947258516403,0.270067290721752,0.579862662769955,0.827176455551088,"ERBALISA COVID-19 IgG"
4.9,0.423191043386386,0.411181357456284,0.0811933531079178,0.26021742764429,0.574607670197315,0.828454912924843,"ERBALISA COVID-19 IgG"
5,0.416588251172495,0.402039496861242,0.0753302869926293,0.250572391181023,0.569451260187991,0.829007903891167,"ERBALISA COVID-19 IgG"
5.1,0.410105338768416,0.393350150485358,0.0696978432191267,0.241302076983928,0.564290463444181,0.829641480982578,"ERBALISA COVID-19 IgG"
5.2,0.403742741921552,0.385093594300617,0.0642326368346804,0.23209831384248,0.559310454201912,0.830769584053148,"ERBALISA COVID-19 IgG"
5.3,0.397500622392809,0.376623961087119,0.0595145440689856,0.223229194555758,0.554774306091721,0.83169581272851,"ERBALISA COVID-19 IgG"
5.4,0.391378890036923,0.368604051131611,0.0551402664335476,0.214426888171024,0.550032660466402,0.832560480747338,"ERBALISA COVID-19 IgG"
5.5,0.385377224040172,0.360532987993614,0.0508561146597859,0.206474685797243,0.545420736624747,0.834122879324985,"ERBALISA COVID-19 IgG"
5.6,0.379495093242243,0.352353417972122,0.047331853294392,0.198709904068593,0.540110670657779,0.835390337541974,"ERBALISA COVID-19 IgG"
5.7,0.373731775491515,0.344564630317878,0.0438097731461251,0.1902909593191,0.535516631870862,0.836522691945873,"ERBALISA COVID-19 IgG"
5.8,0.368086376002221,0.336375933049077,0.0403902934289772,0.182894020770778,0.530322605298028,0.837380229009797,"ERBALISA COVID-19 IgG"
5.9,0.362557844698001,0.328418396052503,0.0374688715378973,0.175390489488657,0.525518045861858,0.838288304535518,"ERBALISA COVID-19 IgG"
6,0.3571449925397,0.32078474920545,0.034354808641559,0.168688758323917,0.52030470017698,0.839285080051948,"ERBALISA COVID-19 IgG"
6.1,0.351846506846211,0.312895907669077,0.0317119994530948,0.16184847814417,0.515357408569533,0.840377481982803,"ERBALISA COVID-19 IgG"
